arm,T,error_model,jitter_std,onset,quantity,estimate,lo,hi,n_landscapes,n_runs
main,50,bias,1.0,early/late,deployed_ratio,2.052316552486751,1.7481952457951384,2.4698965722542456,20,4000
main,50,bias,1.0,early/late,inst_ratio,-4.156196452083052,-43.586241820670644,40.768105260058306,20,4000
main,50,bias,1.0,early/late,inst_diff,0.15155121183281584,0.10226570155727345,0.20434223004405158,20,4000
main,50,bias,1.0,early/late,mechanical_log_share,1.0959057644964447,,,20,4000
main,50,bias,5.0,0,excess,0.22325895256805567,0.17397405318505238,0.2731943524660805,20,2000
main,50,bias,5.0,0,bound,0.3460289878509695,0.2882900209786484,0.4089957903577972,20,2000
main,50,bias,5.0,0,normalised,0.6452030332909872,0.5779556559449248,0.6996625832491001,20,2000
main,50,bias,5.0,0,median_run_ratio,0.7436680082932461,0.6682572249450064,0.805039672847398,20,2000
main,50,bias,5.0,0,bound_task,0.8069627164041698,0.6735473594319363,0.943049618697747,20,2000
main,50,bias,5.0,0,normalised_task,0.2766657591851316,0.20171216293171115,0.36286698351456687,20,2000
main,50,bias,5.0,0,deployed,0.7144259616179401,0.6466251021658445,0.7818352032324051,20,2000
main,50,bias,5.0,0,bound_final,0.4826932063569712,0.4061970424767386,0.5595766785427135,20,2000
main,50,bias,5.0,0,inst_excess,0.4492167779964462,0.371408602236332,0.524602525464194,20,2000
main,50,bias,5.0,0,share_bound_zero,0.0045,,,20,2000
main,50,bias,5.0,0,share_prefix_identical,1.0,,,20,2000
main,50,bias,5.0,0,n_bound_violations,0.0,,,20,2000
main,50,bias,5.0,0,max_violation,0.0,,,20,2000
main,50,bias,5.0,0,share_iters_bound_binds,0.35495001118713126,,,20,2000
main,50,bias,5.0,0,share_iters_ge90pct_bound,0.4412675608521061,,,20,2000
main,50,bias,5.0,0,share_iters_ge50pct_bound,0.6934961551596227,,,20,2000
main,50,bias,5.0,0,share_runs_noisy_no_gain_clean_gain,0.2465,,,20,2000
main,50,bias,5.0,0,share_runs_deployed_exceeds_bound,0.722,,,20,2000
main,50,bias,5.0,20,excess,0.0534610636779795,0.03191422722965242,0.07675587915521383,20,2000
main,50,bias,5.0,20,bound,0.0657635979923821,0.04042189499356116,0.09362413322965624,20,2000
main,50,bias,5.0,20,normalised,0.8129279009973315,0.7458783429091992,0.8665900629868721,20,2000
main,50,bias,5.0,20,median_run_ratio,1.0,1.0,1.0,20,2000
main,50,bias,5.0,20,bound_task,0.0752295265537928,0.04704741929001567,0.10573734606871556,20,2000
main,50,bias,5.0,20,normalised_task,0.7106393742854705,0.6475492576902406,0.754124795401222,20,2000
main,50,bias,5.0,20,deployed,0.4778716431872259,0.4180387110494629,0.5358676820364647,20,2000
main,50,bias,5.0,20,bound_final,0.10055276152342034,0.059472802476130515,0.14471801258671407,20,2000
main,50,bias,5.0,20,inst_excess,0.3141223550854651,0.2145485258682281,0.41489761742414094,20,2000
main,50,bias,5.0,20,share_bound_zero,0.2825,,,20,2000
main,50,bias,5.0,20,share_prefix_identical,1.0,,,20,2000
main,50,bias,5.0,20,n_bound_violations,0.0,,,20,2000
main,50,bias,5.0,20,max_violation,0.0,,,20,2000
main,50,bias,5.0,20,share_iters_bound_binds,0.7153790087463557,,,20,2000
main,50,bias,5.0,20,share_iters_ge90pct_bound,0.7682776407266203,,,20,2000
main,50,bias,5.0,20,share_iters_ge50pct_bound,0.8722247140614487,,,20,2000
main,50,bias,5.0,20,share_runs_noisy_no_gain_clean_gain,0.4925,,,20,2000
main,50,bias,5.0,20,share_runs_deployed_exceeds_bound,0.8615,,,20,2000
main,50,bias,5.0,early/late,raw_ratio,4.176103826007778,2.8406339741778015,7.147309820866641,20,4000
main,50,bias,5.0,early/late,bound_ratio,5.261710101248608,3.55821249644663,8.849883414073973,20,4000
main,50,bias,5.0,early/late,normalised_ratio,0.7936780525055507,0.7275567726514909,0.865273604327673,20,4000
main,50,bias,5.0,early/late,normalised_task_ratio,0.3893194905831271,0.2892545211903425,0.5080751943224293,20,4000
main,50,bias,5.0,early/late,deployed_ratio,1.4950164375793153,1.355385181869116,1.66791480211345,20,4000
main,50,bias,5.0,early/late,inst_ratio,1.4300694322574565,1.1588206161062555,1.9376679618537742,20,4000
main,50,bias,5.0,early/late,inst_diff,0.13509442291098112,0.060946619460443927,0.2151819566053115,20,4000
main,50,bias,5.0,early/late,mechanical_log_share,1.161662807290696,,,20,4000
main,50,drift,0.05,0,excess,0.011484272233584848,0.005908221341469686,0.018140167807278028,20,2000
main,50,drift,0.05,0,bound,0.3460289878509695,0.2882900209786484,0.4089957903577972,20,2000
main,50,drift,0.05,0,normalised,0.03318875769601992,0.01736587913385092,0.04987289096976887,20,2000
main,50,drift,0.05,0,median_run_ratio,0.013523110492554481,0.005394081994077367,0.024289307357964203,20,2000
main,50,drift,0.05,0,bound_task,0.8069627164041698,0.6735473594319363,0.943049618697747,20,2000
main,50,drift,0.05,0,normalised_task,0.014231478109371429,0.007491299515694858,0.022823518607509474,20,2000
main,50,drift,0.05,0,deployed,0.015663828835410926,0.010279294354786727,0.020746500874982015,20,2000
main,50,drift,0.05,0,bound_final,0.4826932063569712,0.4061970424767386,0.5595766785427135,20,2000
main,50,drift,0.05,0,inst_excess,-0.03163602553826405,-0.05009995851786569,-0.01460284603829308,20,2000
main,50,drift,0.05,0,share_bound_zero,0.0045,,,20,2000
main,50,drift,0.05,0,share_prefix_identical,1.0,,,20,2000
main,50,drift,0.05,0,n_bound_violations,0.0,,,20,2000
main,50,drift,0.05,0,max_violation,0.0,,,20,2000
main,50,drift,0.05,0,share_iters_bound_binds,0.0201015084963318,,,20,2000
main,50,drift,0.05,0,share_iters_ge90pct_bound,0.02792072445506895,,,20,2000
main,50,drift,0.05,0,share_iters_ge50pct_bound,0.08912022044536558,,,20,2000
main,50,drift,0.05,0,share_runs_noisy_no_gain_clean_gain,0.004,,,20,2000
main,50,drift,0.05,0,share_runs_deployed_exceeds_bound,0.02,,,20,2000
main,50,drift,0.05,20,excess,0.0031064956217032513,0.0007112342396404431,0.00526010039153716,20,2000
main,50,drift,0.05,20,bound,0.0657635979923821,0.04042189499356116,0.09362413322965624,20,2000
main,50,drift,0.05,20,normalised,0.047237312381586856,0.010978597937407887,0.08220263316639877,20,2000
main,50,drift,0.05,20,median_run_ratio,0.09065358178456755,0.045061121914525035,0.1585008207258866,20,2000
main,50,drift,0.05,20,bound_task,0.0752295265537928,0.04704741929001567,0.10573734606871556,20,2000
main,50,drift,0.05,20,normalised_task,0.041293568682529924,0.00964760392880936,0.07074956163409471,20,2000
main,50,drift,0.05,20,deployed,0.008076504172499752,0.004522015803717863,0.011173057084422615,20,2000
main,50,drift,0.05,20,bound_final,0.10055276152342034,0.059472802476130515,0.14471801258671407,20,2000
main,50,drift,0.05,20,inst_excess,-0.051234399767953756,-0.07354814865113289,-0.030195923283697256,20,2000
main,50,drift,0.05,20,share_bound_zero,0.2825,,,20,2000
main,50,drift,0.05,20,share_prefix_identical,1.0,,,20,2000
main,50,drift,0.05,20,n_bound_violations,0.0,,,20,2000
main,50,drift,0.05,20,max_violation,0.0,,,20,2000
main,50,drift,0.05,20,share_iters_bound_binds,0.13540031397174254,,,20,2000
main,50,drift,0.05,20,share_iters_ge90pct_bound,0.15990132316662928,,,20,2000
main,50,drift,0.05,20,share_iters_ge50pct_bound,0.24416909620991253,,,20,2000
main,50,drift,0.05,20,share_runs_noisy_no_gain_clean_gain,0.075,,,20,2000
main,50,drift,0.05,20,share_runs_deployed_exceeds_bound,0.236,,,20,2000
main,50,drift,0.05,early/late,raw_ratio,3.6968576917833125,1.6644204606060926,12.26486617591687,20,4000
main,50,drift,0.05,early/late,bound_ratio,5.261710101248608,3.55821249644663,8.849883414073973,20,4000
main,50,drift,0.05,early/late,normalised_ratio,0.7025962321462838,0.31482792026206297,2.2960741136027,20,4000
main,50,drift,0.05,early/late,normalised_task_ratio,0.34464151594125464,0.1443458964499847,1.159471469429354,20,4000
main,50,drift,0.05,early/late,deployed_ratio,1.939431776528486,1.291231196770959,3.4434812766971175,20,4000
main,50,drift,0.05,early/late,inst_ratio,0.6174762597307102,0.4539539327369443,0.7242985723181543,20,4000
main,50,drift,0.05,early/late,inst_diff,0.019598374229689706,0.012827962728970787,0.026760548261112346,20,4000
main,50,drift,0.05,early/late,mechanical_log_share,1.2699636259850549,,,20,4000
main,50,drift,0.25,0,excess,0.057455379512987216,0.04286081678294683,0.07318733467153446,20,2000
main,50,drift,0.25,0,bound,0.3460289878509695,0.2882900209786484,0.4089957903577972,20,2000
main,50,drift,0.25,0,normalised,0.16604209916000606,0.13534438688877903,0.19781451061491864,20,2000
main,50,drift,0.25,0,median_run_ratio,0.10072420043931148,0.06808593748529555,0.1311066452934355,20,2000
main,50,drift,0.25,0,bound_task,0.8069627164041698,0.6735473594319363,0.943049618697747,20,2000
main,50,drift,0.25,0,normalised_task,0.07119954657757757,0.05193131278374217,0.0934002645253895,20,2000
main,50,drift,0.25,0,deployed,0.0944995770141075,0.08047024604042866,0.11035174707496087,20,2000
main,50,drift,0.25,0,bound_final,0.4826932063569712,0.4061970424767386,0.5595766785427135,20,2000
main,50,drift,0.25,0,inst_excess,-0.01622590401609278,-0.03712913632880022,0.003493329856804971,20,2000
main,50,drift,0.25,0,share_bound_zero,0.0045,,,20,2000
main,50,drift,0.25,0,share_prefix_identical,1.0,,,20,2000
main,50,drift,0.25,0,n_bound_violations,0.0,,,20,2000
main,50,drift,0.25,0,max_violation,0.0,,,20,2000
main,50,drift,0.25,0,share_iters_bound_binds,0.049553103545731815,,,20,2000
main,50,drift,0.25,0,share_iters_ge90pct_bound,0.07513041839870936,,,20,2000
main,50,drift,0.25,0,share_iters_ge50pct_bound,0.2124259588549088,,,20,2000
main,50,drift,0.25,0,share_runs_noisy_no_gain_clean_gain,0.018,,,20,2000
main,50,drift,0.25,0,share_runs_deployed_exceeds_bound,0.0605,,,20,2000
main,50,drift,0.25,20,excess,0.012011534478728447,0.007056312412467981,0.017459846315627168,20,2000
main,50,drift,0.25,20,bound,0.0657635979923821,0.04042189499356116,0.09362413322965624,20,2000
main,50,drift,0.25,20,normalised,0.18264716112582274,0.11416408439894143,0.2590097475343308,20,2000
main,50,drift,0.25,20,median_run_ratio,0.34526644404824364,0.19837406209897837,0.5271974140636345,20,2000
main,50,drift,0.25,20,bound_task,0.0752295265537928,0.04704741929001567,0.10573734606871556,20,2000
main,50,drift,0.25,20,normalised_task,0.15966516112712223,0.10140935889650272,0.22152755728956613,20,2000
main,50,drift,0.25,20,deployed,0.04325707665126914,0.032299581145505074,0.05462048539859825,20,2000
main,50,drift,0.25,20,bound_final,0.10055276152342034,0.059472802476130515,0.14471801258671407,20,2000
main,50,drift,0.25,20,inst_excess,-0.08512452397310223,-0.12774793951674812,-0.04760693283828716,20,2000
main,50,drift,0.25,20,share_bound_zero,0.2825,,,20,2000
main,50,drift,0.25,20,share_prefix_identical,1.0,,,20,2000
main,50,drift,0.25,20,n_bound_violations,0.0,,,20,2000
main,50,drift,0.25,20,max_violation,0.0,,,20,2000
main,50,drift,0.25,20,share_iters_bound_binds,0.24966360170441804,,,20,2000
main,50,drift,0.25,20,share_iters_ge90pct_bound,0.2902836958959408,,,20,2000
main,50,drift,0.25,20,share_iters_ge50pct_bound,0.42859946176272706,,,20,2000
main,50,drift,0.25,20,share_runs_noisy_no_gain_clean_gain,0.1515,,,20,2000
main,50,drift,0.25,20,share_runs_deployed_exceeds_bound,0.4275,,,20,2000
main,50,drift,0.25,early/late,raw_ratio,4.783350504861516,3.154872874261376,8.06295365404611,20,4000
main,50,drift,0.25,early/late,bound_ratio,5.261710101248608,3.55821249644663,8.849883414073973,20,4000
main,50,drift,0.25,early/late,normalised_ratio,0.9090866681777895,0.6290948085702267,1.4117248780128475,20,4000
main,50,drift,0.25,early/late,normalised_task_ratio,0.44593038377915084,0.27952682940367996,0.7464907830899062,20,4000
main,50,drift,0.25,early/late,deployed_ratio,2.184603869002667,1.7129468232502978,2.8690327827340925,20,4000
main,50,drift,0.25,early/late,inst_ratio,0.19061374159601602,-0.06473839293582181,0.3197470065125045,20,4000
main,50,drift,0.25,early/late,inst_diff,0.06889861995700945,0.045867619989762604,0.0939113555892119,20,4000
main,50,drift,0.25,early/late,mechanical_log_share,1.0608985580194212,,,20,4000
main,50,drift,1.0,0,excess,0.1522284780826389,0.11707948440790847,0.1892001906730727,20,2000
main,50,drift,1.0,0,bound,0.3460289878509695,0.2882900209786484,0.4089957903577972,20,2000
main,50,drift,1.0,0,normalised,0.4399298423755233,0.3870171400653912,0.4879415873419189,20,2000
main,50,drift,1.0,0,median_run_ratio,0.42943854170107276,0.3817773980471475,0.480673726507284,20,2000
main,50,drift,1.0,0,bound_task,0.8069627164041698,0.6735473594319363,0.943049618697747,20,2000
main,50,drift,1.0,0,normalised_task,0.18864375638191788,0.1380489396926328,0.24696414904117434,20,2000
main,50,drift,1.0,0,deployed,0.30441147537322555,0.2704650885483718,0.3406476524757439,20,2000
main,50,drift,1.0,0,bound_final,0.4826932063569712,0.4061970424767386,0.5595766785427135,20,2000
main,50,drift,1.0,0,inst_excess,0.12811486045427103,0.10253203985817781,0.15417615567721574,20,2000
main,50,drift,1.0,0,share_bound_zero,0.0045,,,20,2000
main,50,drift,1.0,0,share_prefix_identical,1.0,,,20,2000
main,50,drift,1.0,0,n_bound_violations,0.0,,,20,2000
main,50,drift,1.0,0,max_violation,0.0,,,20,2000
main,50,drift,1.0,0,share_iters_bound_binds,0.14633945289040143,,,20,2000
main,50,drift,1.0,0,share_iters_ge90pct_bound,0.22024517481364594,,,20,2000
main,50,drift,1.0,0,share_iters_ge50pct_bound,0.4693295964389595,,,20,2000
main,50,drift,1.0,0,share_runs_noisy_no_gain_clean_gain,0.077,,,20,2000
main,50,drift,1.0,0,share_runs_deployed_exceeds_bound,0.2675,,,20,2000
main,50,drift,1.0,20,excess,0.028811830054651995,0.017831068396602427,0.040533490956543856,20,2000
main,50,drift,1.0,20,bound,0.0657635979923821,0.04042189499356116,0.09362413322965624,20,2000
main,50,drift,1.0,20,normalised,0.43811213093890466,0.36564062767540173,0.5152035652148671,20,2000
main,50,drift,1.0,20,median_run_ratio,0.7685965969359491,0.5638039344705383,0.9691184524965318,20,2000
main,50,drift,1.0,20,bound_task,0.0752295265537928,0.04704741929001567,0.10573734606871556,20,2000
main,50,drift,1.0,20,normalised_task,0.3829856623389771,0.32227496018675084,0.4447620972989969,20,2000
main,50,drift,1.0,20,deployed,0.14189718415426342,0.1145572732542128,0.16824419089146705,20,2000
main,50,drift,1.0,20,bound_final,0.10055276152342034,0.059472802476130515,0.14471801258671407,20,2000
main,50,drift,1.0,20,inst_excess,-0.03608422884470912,-0.09185357157554691,0.016042698390263652,20,2000
main,50,drift,1.0,20,share_bound_zero,0.2825,,,20,2000
main,50,drift,1.0,20,share_prefix_identical,1.0,,,20,2000
main,50,drift,1.0,20,n_bound_violations,0.0,,,20,2000
main,50,drift,1.0,20,max_violation,0.0,,,20,2000
main,50,drift,1.0,20,share_iters_bound_binds,0.41259250953128507,,,20,2000
main,50,drift,1.0,20,share_iters_ge90pct_bound,0.46896725723256333,,,20,2000
main,50,drift,1.0,20,share_iters_ge50pct_bound,0.6293171114599686,,,20,2000
main,50,drift,1.0,20,share_runs_noisy_no_gain_clean_gain,0.2625,,,20,2000
main,50,drift,1.0,20,share_runs_deployed_exceeds_bound,0.6295,,,20,2000
main,50,drift,1.0,early/late,raw_ratio,5.283540746765577,3.607396315460733,8.83395843522871,20,4000
main,50,drift,1.0,early/late,bound_ratio,5.261710101248608,3.55821249644663,8.849883414073973,20,4000
main,50,drift,1.0,early/late,normalised_ratio,1.0041489639483918,0.8356527379001004,1.214300539036404,20,4000
main,50,drift,1.0,early/late,normalised_task_ratio,0.4925608839501439,0.34809562900136237,0.6826349699277314,20,4000
main,50,drift,1.0,early/late,deployed_ratio,2.1452960972240636,1.7931302142717376,2.6610876114245876,20,4000
main,50,drift,1.0,early/late,inst_ratio,-3.550439196182406,-35.12568040289371,31.076372628999376,20,4000
main,50,drift,1.0,early/late,inst_diff,0.16419908929898014,0.11298491255306062,0.21873492537872288,20,4000
main,50,drift,1.0,early/late,mechanical_log_share,0.9975126820178395,,,20,4000
main,50,drift,5.0,0,excess,0.22912088672242364,0.17881368968868241,0.28177613645076127,20,2000
main,50,drift,5.0,0,bound,0.3460289878509695,0.2882900209786484,0.4089957903577972,20,2000
main,50,drift,5.0,0,normalised,0.6621436202365313,0.5954482553315529,0.7189208420643611,20,2000
main,50,drift,5.0,0,median_run_ratio,0.7700587924392742,0.695729808210495,0.852082402860816,20,2000
main,50,drift,5.0,0,bound_task,0.8069627164041698,0.6735473594319363,0.943049618697747,20,2000
main,50,drift,5.0,0,normalised_task,0.28392995372002755,0.20770128611128144,0.3729912483130971,20,2000
main,50,drift,5.0,0,deployed,0.7218792826550217,0.648758108162055,0.7955263597176864,20,2000
main,50,drift,5.0,0,bound_final,0.4826932063569712,0.4061970424767386,0.5595766785427135,20,2000
main,50,drift,5.0,0,inst_excess,0.44479238972090124,0.36886585188918203,0.5183626513063674,20,2000
main,50,drift,5.0,0,share_bound_zero,0.0045,,,20,2000
main,50,drift,5.0,0,share_prefix_identical,1.0,,,20,2000
main,50,drift,5.0,0,n_bound_violations,0.0,,,20,2000
main,50,drift,5.0,0,max_violation,0.0,,,20,2000
main,50,drift,5.0,0,share_iters_bound_binds,0.3653834830838799,,,20,2000
main,50,drift,5.0,0,share_iters_ge90pct_bound,0.455151379549924,,,20,2000
main,50,drift,5.0,0,share_iters_ge50pct_bound,0.7014213544671981,,,20,2000
main,50,drift,5.0,0,share_runs_noisy_no_gain_clean_gain,0.271,,,20,2000
main,50,drift,5.0,0,share_runs_deployed_exceeds_bound,0.707,,,20,2000
main,50,drift,5.0,20,excess,0.04886784691126258,0.02929055613504425,0.07002856867016953,20,2000
main,50,drift,5.0,20,bound,0.0657635979923821,0.04042189499356116,0.09362413322965624,20,2000
main,50,drift,5.0,20,normalised,0.7430835356198624,0.6792037183441156,0.7988188230835577,20,2000
main,50,drift,5.0,20,median_run_ratio,1.0,1.0,1.0,20,2000
main,50,drift,5.0,20,bound_task,0.0752295265537928,0.04704741929001567,0.10573734606871556,20,2000
main,50,drift,5.0,20,normalised_task,0.649583337153128,0.5917324224132764,0.6916665166069291,20,2000
main,50,drift,5.0,20,deployed,0.5017650684612841,0.4220559041576065,0.5790672932536862,20,2000
main,50,drift,5.0,20,bound_final,0.10055276152342034,0.059472802476130515,0.14471801258671407,20,2000
main,50,drift,5.0,20,inst_excess,0.2633323878451885,0.16168570691624903,0.3647548697629649,20,2000
main,50,drift,5.0,20,share_bound_zero,0.2825,,,20,2000
main,50,drift,5.0,20,share_prefix_identical,1.0,,,20,2000
main,50,drift,5.0,20,n_bound_violations,0.0,,,20,2000
main,50,drift,5.0,20,max_violation,0.0,,,20,2000
main,50,drift,5.0,20,share_iters_bound_binds,0.6564252074456156,,,20,2000
main,50,drift,5.0,20,share_iters_ge90pct_bound,0.7163601704418031,,,20,2000
main,50,drift,5.0,20,share_iters_ge50pct_bound,0.8383045525902669,,,20,2000
main,50,drift,5.0,20,share_runs_noisy_no_gain_clean_gain,0.4495,,,20,2000
main,50,drift,5.0,20,share_runs_deployed_exceeds_bound,0.875,,,20,2000
main,50,drift,5.0,early/late,raw_ratio,4.688581576726232,3.2230437952637923,7.858798969782569,20,4000
main,50,drift,5.0,early/late,bound_ratio,5.261710101248608,3.55821249644663,8.849883414073973,20,4000
main,50,drift,5.0,early/late,normalised_ratio,0.8910756173384827,0.8191670270636033,0.9693908207535045,20,4000
main,50,drift,5.0,early/late,normalised_task_ratio,0.43709550027003846,0.32605475186993854,0.57223918711166,20,4000
main,50,drift,5.0,early/late,deployed_ratio,1.438679828527604,1.2858999963936428,1.6450850167755104,20,4000
main,50,drift,5.0,early/late,inst_ratio,1.68909108887279,1.2985768508835636,2.5606038296375733,20,4000
main,50,drift,5.0,early/late,inst_diff,0.18146000187571276,0.1012205859577449,0.2654027549254276,20,4000
main,50,drift,5.0,early/late,mechanical_log_share,1.0746383667560868,,,20,4000
main,50,gaussian,0.05,0,excess,0.009730924409751504,0.005913955991547508,0.013984392501722965,20,2000
main,50,gaussian,0.05,0,bound,0.3460289878509695,0.2882900209786484,0.4089957903577972,20,2000
main,50,gaussian,0.05,0,normalised,0.028121702953807136,0.01672398477374816,0.040516055014000456,20,2000
main,50,gaussian,0.05,0,median_run_ratio,0.006827503299519446,0.001527623925424332,0.015348467680749257,20,2000
main,50,gaussian,0.05,0,bound_task,0.8069627164041698,0.6735473594319363,0.943049618697747,20,2000
main,50,gaussian,0.05,0,normalised_task,0.01205870384336039,0.00724252960762759,0.01833011620171009,20,2000
main,50,gaussian,0.05,0,deployed,0.015843217686982276,0.010454857754439092,0.021130637866240927,20,2000
main,50,gaussian,0.05,0,bound_final,0.4826932063569712,0.4061970424767386,0.5595766785427135,20,2000
main,50,gaussian,0.05,0,inst_excess,-0.03516933069358267,-0.053272990445708074,-0.017834599844861326,20,2000
main,50,gaussian,0.05,0,share_bound_zero,0.0045,,,20,2000
main,50,gaussian,0.05,0,share_prefix_identical,1.0,,,20,2000
main,50,gaussian,0.05,0,n_bound_violations,0.0,,,20,2000
main,50,gaussian,0.05,0,max_violation,0.0,,,20,2000
main,50,gaussian,0.05,0,share_iters_bound_binds,0.01831156749372932,,,20,2000
main,50,gaussian,0.05,0,share_iters_ge90pct_bound,0.025176933312921725,,,20,2000
main,50,gaussian,0.05,0,share_iters_ge50pct_bound,0.0848926624194821,,,20,2000
main,50,gaussian,0.05,0,share_runs_noisy_no_gain_clean_gain,0.0035,,,20,2000
main,50,gaussian,0.05,0,share_runs_deployed_exceeds_bound,0.016,,,20,2000
main,50,gaussian,0.05,20,excess,0.004212351235089694,0.0018567442733285389,0.006522243259124469,20,2000
main,50,gaussian,0.05,20,bound,0.0657635979923821,0.04042189499356116,0.09362413322965624,20,2000
main,50,gaussian,0.05,20,normalised,0.0640529314648758,0.03138435932163409,0.10060205888284583,20,2000
main,50,gaussian,0.05,20,median_run_ratio,0.0961747292977255,0.05082766543159914,0.16332129645329413,20,2000
main,50,gaussian,0.05,20,bound_task,0.0752295265537928,0.04704741929001567,0.10573734606871556,20,2000
main,50,gaussian,0.05,20,normalised_task,0.05599332373941841,0.02773020066995594,0.08645326232366746,20,2000
main,50,gaussian,0.05,20,deployed,0.008827714539086267,0.005991738774078166,0.011577947206098387,20,2000
main,50,gaussian,0.05,20,bound_final,0.10055276152342034,0.059472802476130515,0.14471801258671407,20,2000
main,50,gaussian,0.05,20,inst_excess,-0.05046097363658917,-0.07376288957057654,-0.02884681769698645,20,2000
main,50,gaussian,0.05,20,share_bound_zero,0.2825,,,20,2000
main,50,gaussian,0.05,20,share_prefix_identical,1.0,,,20,2000
main,50,gaussian,0.05,20,n_bound_violations,0.0,,,20,2000
main,50,gaussian,0.05,20,max_violation,0.0,,,20,2000
main,50,gaussian,0.05,20,share_iters_bound_binds,0.12951334379905807,,,20,2000
main,50,gaussian,0.05,20,share_iters_ge90pct_bound,0.1512951334379906,,,20,2000
main,50,gaussian,0.05,20,share_iters_ge50pct_bound,0.2481217761830007,,,20,2000
main,50,gaussian,0.05,20,share_runs_noisy_no_gain_clean_gain,0.064,,,20,2000
main,50,gaussian,0.05,20,share_runs_deployed_exceeds_bound,0.234,,,20,2000
main,50,gaussian,0.05,early/late,raw_ratio,2.3100933105224075,1.359723599626286,4.3369017311713725,20,4000
main,50,gaussian,0.05,early/late,bound_ratio,5.261710101248608,3.55821249644663,8.849883414073973,20,4000
main,50,gaussian,0.05,early/late,normalised_ratio,0.4390385000447327,0.23263397877524902,0.8512700942359526,20,4000
main,50,gaussian,0.05,early/late,normalised_task_ratio,0.2153596721544725,0.11082168205218804,0.44448683711033105,20,4000
main,50,gaussian,0.05,early/late,deployed_ratio,1.794713412722356,1.2395346898118906,2.588637017378135,20,4000
main,50,gaussian,0.05,early/late,inst_ratio,0.6969610009284768,0.5435771920175146,0.8578921864257898,20,4000
main,50,gaussian,0.05,early/late,inst_diff,0.0152916429430065,0.005886880410572764,0.024798606110812464,20,4000
main,50,gaussian,0.05,early/late,mechanical_log_share,1.983136329513379,,,20,4000
main,50,gaussian,0.25,0,excess,0.05780442137029462,0.04369055608214802,0.07246414177800728,20,2000
main,50,gaussian,0.25,0,bound,0.3460289878509695,0.2882900209786484,0.4089957903577972,20,2000
main,50,gaussian,0.25,0,normalised,0.16705080614572754,0.13844831332638968,0.195582400058998,20,2000
main,50,gaussian,0.25,0,median_run_ratio,0.10070484779835058,0.07218761155511494,0.1233788668498033,20,2000
main,50,gaussian,0.25,0,bound_task,0.8069627164041698,0.6735473594319363,0.943049618697747,20,2000
main,50,gaussian,0.25,0,normalised_task,0.07163208435189104,0.05290363678227905,0.09205668059551327,20,2000
main,50,gaussian,0.25,0,deployed,0.09694057601641858,0.08083103369880684,0.11309862264137609,20,2000
main,50,gaussian,0.25,0,bound_final,0.4826932063569712,0.4061970424767386,0.5595766785427135,20,2000
main,50,gaussian,0.25,0,inst_excess,-0.016853953784313598,-0.03964202618114674,0.004534849633479814,20,2000
main,50,gaussian,0.25,0,share_bound_zero,0.0045,,,20,2000
main,50,gaussian,0.25,0,share_prefix_identical,1.0,,,20,2000
main,50,gaussian,0.25,0,n_bound_violations,0.0,,,20,2000
main,50,gaussian,0.25,0,max_violation,0.0,,,20,2000
main,50,gaussian,0.25,0,share_iters_bound_binds,0.044206832393221776,,,20,2000
main,50,gaussian,0.25,0,share_iters_ge90pct_bound,0.06833570814540915,,,20,2000
main,50,gaussian,0.25,0,share_iters_ge50pct_bound,0.2107302252734959,,,20,2000
main,50,gaussian,0.25,0,share_runs_noisy_no_gain_clean_gain,0.013,,,20,2000
main,50,gaussian,0.25,0,share_runs_deployed_exceeds_bound,0.059,,,20,2000
main,50,gaussian,0.25,20,excess,0.012964960541314515,0.007600907792818157,0.018812324511071128,20,2000
main,50,gaussian,0.25,20,bound,0.0657635979923821,0.04042189499356116,0.09362413322965624,20,2000
main,50,gaussian,0.25,20,normalised,0.19714493940578412,0.12569936868536175,0.2849121342725021,20,2000
main,50,gaussian,0.25,20,median_run_ratio,0.3179334999562609,0.2056818254024812,0.5084211407380776,20,2000
main,50,gaussian,0.25,20,bound_task,0.0752295265537928,0.04704741929001567,0.10573734606871556,20,2000
main,50,gaussian,0.25,20,normalised_task,0.17233872304172929,0.11189802305301133,0.2439388760968677,20,2000
main,50,gaussian,0.25,20,deployed,0.039717916019149604,0.029942709750623252,0.04971107278084898,20,2000
main,50,gaussian,0.25,20,bound_final,0.10055276152342034,0.059472802476130515,0.14471801258671407,20,2000
main,50,gaussian,0.25,20,inst_excess,-0.08326213543975773,-0.12377626812425256,-0.0476926406382524,20,2000
main,50,gaussian,0.25,20,share_bound_zero,0.2825,,,20,2000
main,50,gaussian,0.25,20,share_prefix_identical,1.0,,,20,2000
main,50,gaussian,0.25,20,n_bound_violations,0.0,,,20,2000
main,50,gaussian,0.25,20,max_violation,0.0,,,20,2000
main,50,gaussian,0.25,20,share_iters_bound_binds,0.25392464678178966,,,20,2000
main,50,gaussian,0.25,20,share_iters_ge90pct_bound,0.29053599461762725,,,20,2000
main,50,gaussian,0.25,20,share_iters_ge50pct_bound,0.4342621664050236,,,20,2000
main,50,gaussian,0.25,20,share_runs_noisy_no_gain_clean_gain,0.1465,,,20,2000
main,50,gaussian,0.25,20,share_runs_deployed_exceeds_bound,0.402,,,20,2000
main,50,gaussian,0.25,early/late,raw_ratio,4.458511168321214,2.994282213635777,7.4585196360325074,20,4000
